file,type,from,suggested
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(assetText) + '","><?= __('\' + escapeHtml(assetText) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.preview_category) + '","><?= __('\' + escapeHtml(CT_I18N.preview_category) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(c) + '","><?= __('\' + escapeHtml(c) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.preview_priority) + '","><?= __('\' + escapeHtml(CT_I18N.preview_priority) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(p) + '","><?= __('\' + escapeHtml(p) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.upload_attachment) + '","><?= __('\' + escapeHtml(CT_I18N.upload_attachment) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + filesHtml + '","><?= __('\' + filesHtml + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.description) + '","><?= __('\' + escapeHtml(CT_I18N.description) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(d) + '","><?= __('\' + escapeHtml(d) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(CT_I18N.selected_file || 'Selected') + ': ' + hdSelectedFiles.length + ' file(s)","><?= __('\' + escapeHtml(CT_I18N.selected_file || \'Selected\') + \': \' + hdSelectedFiles.length + \' file(s)') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(formatFileSize(total)) + '","><?= __('\' + escapeHtml(formatFileSize(total)) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + fileIcon(f) + '","><?= __('\' + fileIcon(f) + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(f.name || 'attachment') + '","><?= __('\' + escapeHtml(f.name || \'attachment\') + \'') ?><"
"helpdesk\create_ticket.php","HTML text","' + escapeHtml(formatFileSize(f.size || 0)) + '","><?= __('\' + escapeHtml(formatFileSize(f.size || 0)) + \'') ?><"
"helpdesk\create_ticket.php","HTML text",Delete,"><?= __('Delete') ?><"
"helpdesk\create_ticket.php","PHP die/exit","Title and description are required.","die(__('Title and description are required.'));"
"helpdesk\create_ticket.php","PHP die/exit","Access denied: invalid branch","die(__('Access denied: invalid branch'));"
"helpdesk\create_ticket.php","PHP die/exit","Invalid Person In Charge selected.","die(__('Invalid Person In Charge selected.'));"
"helpdesk\create_ticket.php","PHP die/exit","Invalid category selected. Please enable it in Category Management first.","die(__('Invalid category selected. Please enable it in Category Management first.'));"
"helpdesk\create_ticket.php","PHP die/exit","Invalid priority selected. Please enable it in SLA Management first.","die(__('Invalid priority selected. Please enable it in SLA Management first.'));"
"helpdesk\create_ticket.php","PHP die/exit","Branch is required.","die(__('Branch is required.'));"
"helpdesk\create_ticket.php","PHP die/exit","Invalid assigned user selected.","die(__('Invalid assigned user selected.'));"
"helpdesk\create_ticket.php","PHP die/exit","Access denied: no permission to select asset in ticket.","die(__('Access denied: no permission to select asset in ticket.'));"
"helpdesk\create_ticket.php","PHP die/exit","Invalid asset selected.","die(__('Invalid asset selected.'));"
"helpdesk\create_ticket.php","PHP die/exit","Access denied: invalid asset branch.","die(__('Access denied: invalid asset branch.'));"
"helpdesk\dashboard.php","HTML text","Welcome back,","><?= __('Welcome back,') ?> <"
"helpdesk\dashboard.php","HTML text","Here is what is happening with your helpdesk today.","><?= __('Here is what is happening with your helpdesk today.') ?><"
"helpdesk\dashboard.php","HTML text","Malaysia Time","><?= __('Malaysia Time') ?><"
"helpdesk\dashboard.php","HTML text","Create Ticket","><?= __('Create Ticket') ?><"
"helpdesk\dashboard.php","HTML text","Read Only","><?= __('Read Only') ?><"
"helpdesk\dashboard.php","HTML text","No create permission","><?= __('No create permission') ?><"
"helpdesk\dashboard.php","HTML text","Total Tickets","><?= __('Total Tickets') ?><"
"helpdesk\dashboard.php","HTML text","All active + closed","><?= __('All active + closed') ?><"
"helpdesk\dashboard.php","HTML text",Overdue,"><?= __('Overdue') ?><"
"helpdesk\dashboard.php","HTML text","Past due date","><?= __('Past due date') ?><"
"helpdesk\dashboard.php","HTML text","Show Details","> <?= __('Show Details') ?>
    <"
"helpdesk\dashboard.php","HTML text","Ticket List","> <?= __('Ticket List') ?>
    <"
"helpdesk\dashboard.php","HTML text","Ticket Status Overview","><?= __('Ticket Status Overview') ?><"
"helpdesk\dashboard.php","HTML text","Latest 5 Tickets","><?= __('Latest 5 Tickets') ?><"
"helpdesk\dashboard.php","HTML text","View All","><?= __('View All') ?><"
"helpdesk\dashboard.php","HTML text","Ticket No","><?= __('Ticket No') ?><"
"helpdesk\dashboard.php","HTML text",Title,"><?= __('Title') ?><"
"helpdesk\dashboard.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\dashboard.php","HTML text",Priority,"><?= __('Priority') ?><"
"helpdesk\dashboard.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\dashboard.php","HTML text","No tickets found","><?= __('No tickets found') ?><"
"helpdesk\dashboard.php","HTML text","Urgent Tickets","><?= __('Urgent Tickets') ?><"
"helpdesk\dashboard.php","HTML text","View All","><?= __('View All') ?><"
"helpdesk\dashboard.php","HTML text",Urgent,"><?= __('Urgent') ?><"
"helpdesk\dashboard.php","HTML text","No urgent tickets","><?= __('No urgent tickets') ?><"
"helpdesk\dashboard.php","HTML text","Great! All clear for now.","><?= __('Great! All clear for now.') ?><"
"helpdesk\dashboard.php","HTML text","Asset Overview","><?= __('Asset Overview') ?><"
"helpdesk\dashboard.php","HTML text","Asset List","><?= __('Asset List') ?><"
"helpdesk\dashboard.php","HTML text","Total Assets","><?= __('Total Assets') ?><"
"helpdesk\dashboard.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\dashboard.php","HTML text",Repair,"><?= __('Repair') ?><"
"helpdesk\dashboard.php","HTML text","Inactive / Disposed","><?= __('Inactive / Disposed') ?><"
"helpdesk\dashboard.php","HTML text","Linked with Asset Management and Asset Type Management.","><?= __('Linked with Asset Management and Asset Type Management.') ?><"
"helpdesk\dashboard.php","HTML text","Knowledge Base","><?= __('Knowledge Base') ?><"
"helpdesk\dashboard.php","HTML text","Open KB","><?= __('Open KB') ?><"
"helpdesk\dashboard.php","HTML text","Published Articles","><?= __('Published Articles') ?><"
"helpdesk\dashboard.php","HTML text",Guide,"><?= __('Guide') ?><"
"helpdesk\dashboard.php","HTML text","Troubleshooting / FAQ / SOP","><?= __('Troubleshooting / FAQ / SOP') ?><"
"helpdesk\dashboard.php","HTML text","Linked with Category Management and Branch Scope.","><?= __('Linked with Category Management and Branch Scope.') ?><"
"helpdesk\dashboard.php","HTML text",Title,"><?= __('Title') ?><"
"helpdesk\dashboard.php","HTML text",Category,"><?= __('Category') ?><"
"helpdesk\dashboard.php","HTML text",Views,"><?= __('Views') ?><"
"helpdesk\dashboard.php","HTML text","No knowledge articles found","><?= __('No knowledge articles found') ?><"
"helpdesk\dashboard.php","HTML text","Recent Audit Logs","><?= __('Recent Audit Logs') ?><"
"helpdesk\dashboard.php","HTML text","View All","><?= __('View All') ?><"
"helpdesk\dashboard.php","HTML text",Date,"><?= __('Date') ?><"
"helpdesk\dashboard.php","HTML text",User,"><?= __('User') ?><"
"helpdesk\dashboard.php","HTML text",Action,"><?= __('Action') ?><"
"helpdesk\dashboard.php","HTML text",Details,"><?= __('Details') ?><"
"helpdesk\dashboard.php","HTML text","No audit logs found","><?= __('No audit logs found') ?><"
"helpdesk\dashboard.php","HTML text","Hide Details' : '","> <?= __('Hide Details\' : \'') ?><"
"helpdesk\dashboard_live_api.php","HTML text","live_count($pdo, $whereSql, $whereParams, ""due_date IS NOT NULL AND due_date","> <?= __('live_count($pdo, $whereSql, $whereParams, ""due_date IS NOT NULL AND due_date') ?> <"
"helpdesk\delete_announcement.php","PHP die/exit","Invalid announcement ID","die(__('Invalid announcement ID'));"
"helpdesk\delete_announcement.php","PHP die/exit","Announcement not found","die(__('Announcement not found'));"
"helpdesk\delete_article.php","PHP die/exit","Invalid article ID","die(__('Invalid article ID'));"
"helpdesk\delete_article.php","PHP die/exit","Article not found","die(__('Article not found'));"
"helpdesk\delete_ticket.php","PHP die/exit","Invalid ticket ID","die(__('Invalid ticket ID'));"
"helpdesk\delete_ticket.php","PHP die/exit","Ticket not found","die(__('Ticket not found'));"
"helpdesk\delete_ticket.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\delete_user.php","PHP die/exit","Invalid user ID","die(__('Invalid user ID'));"
"helpdesk\delete_user.php","PHP die/exit","You cannot delete your own account.","die(__('You cannot delete your own account.'));"
"helpdesk\delete_user.php","PHP die/exit","User not found","die(__('User not found'));"
"helpdesk\delete_user.php","PHP die/exit","You cannot delete the last active admin account.","die(__('You cannot delete the last active admin account.'));"
"helpdesk\edit_asset.php","PHP die/exit","Photo upload failed.","die(__('Photo upload failed.'));"
"helpdesk\edit_asset.php","PHP die/exit","Photo is too large. Maximum 5MB allowed.","die(__('Photo is too large. Maximum 5MB allowed.'));"
"helpdesk\edit_asset.php","PHP die/exit","Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.","die(__('Invalid photo type. Only JPG, PNG, GIF and WEBP are allowed.'));"
"helpdesk\edit_asset.php","PHP die/exit","Invalid photo file.","die(__('Invalid photo file.'));"
"helpdesk\edit_asset.php","PHP die/exit","Unable to save uploaded photo.","die(__('Unable to save uploaded photo.'));"
"helpdesk\edit_asset.php","PHP die/exit","Asset not found","die(__('Asset not found'));"
"helpdesk\edit_asset.php","PHP die/exit","Asset Code and Asset Name are required.","die(__('Asset Code and Asset Name are required.'));"
"helpdesk\edit_asset.php","PHP die/exit","Invalid status.","die(__('Invalid status.'));"
"helpdesk\edit_asset.php","PHP die/exit","Unable to update asset. Asset code may already exist.","die(__('Unable to update asset. Asset code may already exist.'));"
"helpdesk\edit_ticket.php","HTML text","Edit Ticket","><?= __('Edit Ticket') ?><"
"helpdesk\edit_ticket.php","HTML text","Ticket No","><?= __('Ticket No') ?><"
"helpdesk\edit_ticket.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\edit_ticket.php","HTML text",Title,"><?= __('Title') ?><"
"helpdesk\edit_ticket.php","HTML text",Description,"><?= __('Description') ?><"
"helpdesk\edit_ticket.php","HTML text",Branch,"><?= __('Branch') ?><"
"helpdesk\edit_ticket.php","HTML text","Select Branch","><?= __('Select Branch') ?><"
"helpdesk\edit_ticket.php","HTML text","Asset / Equipment","><?= __('Asset / Equipment') ?><"
"helpdesk\edit_ticket.php","HTML text","No Asset Selected","><?= __('No Asset Selected') ?><"
"helpdesk\edit_ticket.php","HTML text",Category,"><?= __('Category') ?><"
"helpdesk\edit_ticket.php","HTML text","Select Category","><?= __('Select Category') ?><"
"helpdesk\edit_ticket.php","HTML text",Priority,"><?= __('Priority') ?><"
"helpdesk\edit_ticket.php","HTML text","Select Priority","><?= __('Select Priority') ?><"
"helpdesk\edit_ticket.php","HTML text","Assigned To","><?= __('Assigned To') ?><"
"helpdesk\edit_ticket.php","HTML text","Controlled by Role Permission Matrix: 指派工单 is not enabled.","><?= __('Controlled by Role Permission Matrix: 指派工单 is not enabled.') ?><"
"helpdesk\edit_ticket.php","HTML text","Due Date","><?= __('Due Date') ?><"
"helpdesk\edit_ticket.php","HTML text","Replace Attachment","><?= __('Replace Attachment') ?><"
"helpdesk\edit_ticket.php","HTML text",Current:,">
<?= __('Current:') ?>
<"
"helpdesk\edit_ticket.php","HTML text","View Attachment","><?= __('View Attachment') ?><"
"helpdesk\edit_ticket.php","HTML text","Save Changes",">
<?= __('Save Changes') ?>
<"
"helpdesk\edit_ticket.php","HTML text",Back,">
<?= __('Back') ?>
<"
"helpdesk\edit_ticket.php",placeholder,Unassigned,"placeholder=""<?= __('Unassigned') ?>"""
"helpdesk\edit_ticket.php","PHP die/exit","Invalid ticket ID","die(__('Invalid ticket ID'));"
"helpdesk\edit_ticket.php","PHP die/exit","Ticket not found","die(__('Ticket not found'));"
"helpdesk\edit_ticket.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\edit_user.php","HTML text","Edit User","><?= __('Edit User') ?><"
"helpdesk\edit_user.php","HTML text","Admin / Head / Staff permission setup using existing database fields.","><?= __('Admin / Head / Staff permission setup using existing database fields.') ?><"
"helpdesk\edit_user.php","HTML text",Back,"> <?= __('Back') ?><"
"helpdesk\edit_user.php","HTML text","1. Basic User Info","><?= __('1. Basic User Info') ?><"
"helpdesk\edit_user.php","HTML text","Login information and status.","><?= __('Login information and status.') ?><"
"helpdesk\edit_user.php","HTML text","Full Name","><?= __('Full Name') ?><"
"helpdesk\edit_user.php","HTML text",Username,"><?= __('Username') ?><"
"helpdesk\edit_user.php","HTML text","New Password","><?= __('New Password') ?><"
"helpdesk\edit_user.php","HTML text",Status,"><?= __('Status') ?><"
"helpdesk\edit_user.php","HTML text",Active,"><?= __('Active') ?><"
"helpdesk\edit_user.php","HTML text",Inactive,"><?= __('Inactive') ?><"
"helpdesk\edit_user.php","HTML text","2. Role & Primary Branch","><?= __('2. Role & Primary Branch') ?><"
"helpdesk\edit_user.php","HTML text","Only Admin, Head and Staff are supported.","><?= __('Only Admin, Head and Staff are supported.') ?><"
"helpdesk\edit_user.php","HTML text",Role,"><?= __('Role') ?><"
"helpdesk\edit_user.php","HTML text",Admin,"><?= __('Admin') ?><"
"helpdesk\edit_user.php","HTML text",Head,"><?= __('Head') ?><"
"helpdesk\edit_user.php","HTML text",Staff,"><?= __('Staff') ?><"
"helpdesk\edit_user.php","HTML text","Primary Branch","><?= __('Primary Branch') ?><"
"helpdesk\edit_user.php","HTML text","-- Select Branch --","><?= __('-- Select Branch --') ?><"
"helpdesk\edit_user.php","HTML text","Profile PIC / Department","><?= __('Profile PIC / Department') ?><"
"helpdesk\edit_user.php","HTML text","3. Ticket Visibility Permission","><?= __('3. Ticket Visibility Permission') ?><"
"helpdesk\edit_user.php","HTML text","Final rule:","><?= __('Final rule:') ?><"
"helpdesk\edit_user.php","HTML text","Branch Access for Head / Reference Only","><?= __('Branch Access for Head / Reference Only') ?><"
"helpdesk\edit_user.php","HTML text","Select All Branch","><?= __('Select All Branch') ?><"
"helpdesk\edit_user.php","HTML text","Clear Branch","><?= __('Clear Branch') ?><"
"helpdesk\edit_user.php","HTML text","View Assigned To","><?= __('View Assigned To') ?><"
"helpdesk\edit_user.php","HTML text","Select All Assign To","><?= __('Select All Assign To') ?><"
"helpdesk\edit_user.php","HTML text","Clear Assign To","><?= __('Clear Assign To') ?><"
"helpdesk\edit_user.php","HTML text","Assigned To","><?= __('Assigned To') ?><"
"helpdesk\edit_user.php","HTML text","Checked PIC / Profile PIC Access","><?= __('Checked PIC / Profile PIC Access') ?><"
"helpdesk\edit_user.php","HTML text","Select All PIC","><?= __('Select All PIC') ?><"
"helpdesk\edit_user.php","HTML text","Clear PIC","><?= __('Clear PIC') ?><"
"helpdesk\edit_user.php","HTML text","Person In Charge","><?= __('Person In Charge') ?><"
"helpdesk\edit_user.php","HTML text",Cancel,"><?= __('Cancel') ?><"
"helpdesk\edit_user.php","HTML text","Save User","> <?= __('Save User') ?><"
"helpdesk\edit_user.php",placeholder,"Leave blank to keep current","placeholder=""<?= __('Leave blank to keep current') ?>"""
"helpdesk\edit_user.php","PHP die/exit","User not found","die(__('User not found'));"
"helpdesk\export_report.php","PHP die/exit","Please select date range.","die(__('Please select date range.'));"
"helpdesk\export_tickets.php","PHP die/exit","Access Denied","die(__('Access Denied'));"
"helpdesk\ffmpeg_check.php","HTML text","FFmpeg Check","><?= __('FFmpeg Check') ?><"
"helpdesk\ffmpeg_check.php","HTML text","FFmpeg Check","><?= __('FFmpeg Check') ?><"
"helpdesk\ffmpeg_check.php","HTML text","This check is cross-platform. The same Helpdesk code can run on Windows/Laragon and Linux VPS as long as FFmpeg is installed.","><?= __('This check is cross-platform. The same Helpdesk code can run on Windows/Laragon and Linux VPS as long as FFmpeg is installed.') ?><"
"helpdesk\ffmpeg_check.php","HTML text","✅ FFmpeg detected and working.","><?= __('✅ FFmpeg detected and working.') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Detected binary:","><?= __('Detected binary:') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Video upload auto-convert is enabled. iPhone MOV/MP4 will be converted to browser-compatible MP4 after upload.","><?= __('Video upload auto-convert is enabled. iPhone MOV/MP4 will be converted to browser-compatible MP4 after upload.') ?><"
"helpdesk\ffmpeg_check.php","HTML text","❌ FFmpeg not detected or cannot run.","><?= __('❌ FFmpeg not detected or cannot run.') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Windows / Laragon","><?= __('Windows / Laragon') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Install FFmpeg here:","><?= __('Install FFmpeg here:') ?><"
"helpdesk\ffmpeg_check.php","HTML text","C:\ffmpeg\bin\ffmpeg.exe","><?= __('C:\\ffmpeg\\bin\\ffmpeg.exe') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Or add","><?= __('Or add') ?> <"
"helpdesk\ffmpeg_check.php","HTML text","C:\ffmpeg\bin","><?= __('C:\\ffmpeg\\bin') ?><"
"helpdesk\ffmpeg_check.php","HTML text","to Windows PATH.","> <?= __('to Windows PATH.') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Linux VPS / Oracle Cloud / Ubuntu","><?= __('Linux VPS / Oracle Cloud / Ubuntu') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Install with:","><?= __('Install with:') ?><"
"helpdesk\ffmpeg_check.php","HTML text","sudo apt update && sudo apt install ffmpeg -y","><?= __('sudo apt update && sudo apt install ffmpeg -y') ?><"
"helpdesk\ffmpeg_check.php","HTML text","The system will auto-detect","><?= __('The system will auto-detect') ?> <"
"helpdesk\ffmpeg_check.php","HTML text",/usr/bin/ffmpeg,"><?= __('/usr/bin/ffmpeg') ?><"
"helpdesk\ffmpeg_check.php","HTML text","Back to Dashboard","><?= __('Back to Dashboard') ?><"
"helpdesk\header.php","HTML text","prepare(""\n SELECT COUNT(*)\n FROM tickets\n "" . $countWhereSql . ""\n AND due_date IS NOT NULL\n AND due_date","><?= __('prepare(""\\n SELECT COUNT(*)\\n FROM tickets\\n "" . $countWhereSql . ""\\n AND due_date IS NOT NULL\\n AND due_date') ?> <"
"helpdesk\header.php","HTML text","query(""\n SELECT COUNT(*)\n FROM announcements\n WHERE (start_date IS NULL OR start_date","><?= __('query(""\\n SELECT COUNT(*)\\n FROM announcements\\n WHERE (start_date IS NULL OR start_date') ?> <"
"helpdesk\header.php","HTML text","WLS ENTERPRISE SDN BHD - Helpdesk","><?= __('WLS ENTERPRISE SDN BHD - Helpdesk') ?><"
"helpdesk\header.php","HTML text",Main,"><?= __('Main') ?><"
"helpdesk\header.php","HTML text",Dashboard,"><?= __('Dashboard') ?><"
"helpdesk\header.php","HTML text","Ticket Management","><?= __('Ticket Management') ?><"
"helpdesk\header.php","HTML text","Create Ticket","><?= __('Create Ticket') ?><"
"helpdesk\header.php","HTML text","Ticket List","><?= __('Ticket List') ?><"
"helpdesk\header.php","HTML text",Overdue,"><?= __('Overdue') ?><"
"helpdesk\header.php","HTML text","Closed Tickets","><?= __('Closed Tickets') ?><"
"helpdesk\header.php","HTML text","Asset Management","><?= __('Asset Management') ?><"
"helpdesk\header.php","HTML text","Asset List","><?= __('Asset List') ?><"
"helpdesk\header.php","HTML text","Add Asset","><?= __('Add Asset') ?><"
"helpdesk\header.php","HTML text",Knowledge,"><?= __('Knowledge') ?><"
"helpdesk\header.php","HTML text","Knowledge Base","><?= __('Knowledge Base') ?><"
"helpdesk\header.php","HTML text",Communication,"><?= __('Communication') ?><"
"helpdesk\header.php","HTML text",Announcements,"><?= __('Announcements') ?><"
"helpdesk\header.php","HTML text","Add Announcement","><?= __('Add Announcement') ?><"
"helpdesk\header.php","HTML text",Reports,"><?= __('Reports') ?><"
"helpdesk\header.php","HTML text","KPI Report","><?= __('KPI Report') ?><"
"helpdesk\header.php","HTML text","Audit Logs","><?= __('Audit Logs') ?><"
"helpdesk\header.php","HTML text",Administration,"><?= __('Administration') ?><"
"helpdesk\header.php","HTML text",Administration,"><?= __('Administration') ?><"
"helpdesk\header.php","HTML text","User Management","><?= __('User Management') ?><"
"helpdesk\header.php","HTML text","Assign To Management","><?= __('Assign To Management') ?><"
"helpdesk\header.php","HTML text","PIC Management","><?= __('PIC Management') ?><"
"helpdesk\header.php","HTML text","Category Management","><?= __('Category Management') ?><"
"helpdesk\header.php","HTML text","Knowledge Category Management","><?= __('Knowledge Category Management') ?><"
"helpdesk\header.php","HTML text","SLA Management","><?= __('SLA Management') ?><"
"helpdesk\header.php","HTML text","Branch Management","><?= __('Branch Management') ?><"
"helpdesk\header.php","HTML text","Asset Type Management","><?= __('Asset Type Management') ?><"
"helpdesk\header.php","HTML text","Ticket Status Management","><?= __('Ticket Status Management') ?><"
"helpdesk\header.php","HTML text",Account,"><?= __('Account') ?><"
"helpdesk\header.php","HTML text",Logout,"><?= __('Logout') ?><"
"helpdesk\header.php","HTML text","Live Summary","><?= __('Live Summary') ?><"
"helpdesk\header.php","HTML text","Active Tickets","><?= __('Active Tickets') ?><"
"helpdesk\header.php","HTML text",Overdue,"><?= __('Overdue') ?><"
"helpdesk\header.php","HTML text",Closed,"><?= __('Closed') ?><"
"helpdesk\header.php","HTML text",Assets,"><?= __('Assets') ?><"
"helpdesk\header.php","HTML text","Helpdesk System","><?= __('Helpdesk System') ?><"
"helpdesk\header.php","HTML text","WLS internal support portal.","><?= __('WLS internal support portal.') ?><"
"helpdesk\header.php","HTML text",Dashboard,"><?= __('Dashboard') ?><"
"helpdesk\header.php","HTML text",English,"><?= __('English') ?><"
"helpdesk\header.php","HTML text","Bahasa Melayu","><?= __('Bahasa Melayu') ?><"
"helpdesk\header.php","HTML text",Helpdesk,">
<?= __('Helpdesk') ?>
<"
"helpdesk\header.php","HTML text",Login,"><?= __('Login') ?><"
"helpdesk\header.php",title,Dashboard,"title=""<?= __('Dashboard') ?>"""
"helpdesk\header.php",title,"Create Ticket","title=""<?= __('Create Ticket') ?>"""
"helpdesk\header.php",title,"Ticket List","title=""<?= __('Ticket List') ?>"""
"helpdesk\header.php",title,"Overdue Tickets","title=""<?= __('Overdue Tickets') ?>"""
"helpdesk\header.php",title,"Closed Tickets","title=""<?= __('Closed Tickets') ?>"""
"helpdesk\header.php",title,"Asset List","title=""<?= __('Asset List') ?>"""
"helpdesk\header.php",title,"Add Asset","title=""<?= __('Add Asset') ?>"""
"helpdesk\header.php",title,"Knowledge Base","title=""<?= __('Knowledge Base') ?>"""
"helpdesk\header.php",title,Announcements,"title=""<?= __('Announcements') ?>"""
"helpdesk\header.php",title,"Add Announcement","title=""<?= __('Add Announcement') ?>"""
"helpdesk\header.php",title,"KPI Report","title=""<?= __('KPI Report') ?>"""
"helpdesk\header.php",title,"Audit Logs","title=""<?= __('Audit Logs') ?>"""
"helpdesk\header.php",title,"Administration Control Panel","title=""<?= __('Administration Control Panel') ?>"""
"helpdesk\header.php",title,"User Management","title=""<?= __('User Management') ?>"""
"helpdesk\header.php",title,"Assign To Management","title=""<?= __('Assign To Management') ?>"""
"helpdesk\header.php",title,"PIC Management","title=""<?= __('PIC Management') ?>"""
"helpdesk\header.php",title,"Category Management","title=""<?= __('Category Management') ?>"""
"helpdesk\header.php",title,"Knowledge Category Management","title=""<?= __('Knowledge Category Management') ?>"""
"helpdesk\header.php",title,"SLA Management","title=""<?= __('SLA Management') ?>"""
"helpdesk\header.php",title,"Branch Management","title=""<?= __('Branch Management') ?>"""
"helpdesk\header.php",title,"Asset Type Management","title=""<?= __('Asset Type Management') ?>"""
"helpdesk\header.php",title,"Ticket Status Management","title=""<?= __('Ticket Status Management') ?>"""
"helpdesk\header.php",title,Logout,"title=""<?= __('Logout') ?>"""
"helpdesk\header.php",title,"Toggle Menu","title=""<?= __('Toggle Menu') ?>"""
"helpdesk\header.php",title,Dashboard,"title=""<?= __('Dashboard') ?>"""
"helpdesk\header.php",title,Language,"title=""<?= __('Language') ?>"""
"helpdesk\header.php",alt,"WLS Enterprise","alt=""<?= __('WLS Enterprise') ?>"""
"helpdesk\header.php",aria-label,"Close menu","aria-label=""<?= __('Close menu') ?>"""
"helpdesk\header.php",aria-label,Dashboard,"aria-label=""<?= __('Dashboard') ?>"""
"helpdesk\install_admin_master_data.php","HTML text","Administration master data upgrade completed.","><?= __('Administration master data upgrade completed.') ?><"
"helpdesk\install_admin_master_data.php","HTML text","Knowledge Category Management table is ready and seeded from current ticket/knowledge categories.","><?= __('Knowledge Category Management table is ready and seeded from current ticket/knowledge categories.') ?><"
"helpdesk\install_admin_master_data.php","HTML text","Asset Type Management continues to drive Add/Edit Asset dropdowns.","><?= __('Asset Type Management continues to drive Add/Edit Asset dropdowns.') ?><"
"helpdesk\install_admin_master_data.php","HTML text","Open Knowledge Category Management","><?= __('Open Knowledge Category Management') ?><"
"helpdesk\install_admin_master_data.php","HTML text","Open Asset Type Management","><?= __('Open Asset Type Management') ?><"
"helpdesk\install_asset_type_management.php","HTML text","Asset Type Management installed successfully.","><?= __('Asset Type Management installed successfully.') ?><"
"helpdesk\install_asset_type_management.php","HTML text","You may now open","><?= __('You may now open') ?> <"
"helpdesk\install_asset_type_management.php","HTML text","Asset Type Management","><?= __('Asset Type Management') ?><"
"helpdesk\install_kb_organization.php","HTML text","Knowledge Base organization installed successfully.","><?= __('Knowledge Base organization installed successfully.') ?><"
"helpdesk\install_kb_organization.php","HTML text","knowledge_type added/checked","><?= __('knowledge_type added/checked') ?><"
"helpdesk\install_kb_organization.php","HTML text","tags added/checked","><?= __('tags added/checked') ?><"
"helpdesk\install_kb_organization.php","HTML text","branch_scope added/checked","><?= __('branch_scope added/checked') ?><"
"helpdesk\install_kb_organization.php","HTML text","views/status/updated_at checked","><?= __('views/status/updated_at checked') ?><"
"helpdesk\install_kb_organization.php","HTML text","Go to Knowledge Base","><?= __('Go to Knowledge Base') ?><"
"helpdesk\install_kb_organization.php","HTML text","Install failed","><?= __('Install failed') ?><"
"helpdesk\install_kb_organization.php","HTML text","getMessage(), ENT_QUOTES, 'UTF-8').""","><?= __('getMessage(), ENT_QUOTES, \'UTF-8\').""') ?><"
"helpdesk\install_kb_organization.php","PHP echo",<ul>,"echo __('<ul>');"
"helpdesk\install_kb_organization.php","PHP echo",</ul>,"echo __('</ul>');"
"helpdesk\install_ticket_multi_attachments.php","PHP echo","ticket_attachments table ready.","echo __('ticket_attachments table ready.');"
"helpdesk\kb_category_management.php","HTML text","query(""SELECT UPPER(TRIM(category)) AS category_key, COUNT(*) AS total FROM knowledge_base WHERE category IS NOT NULL AND category","><?= __('query(""SELECT UPPER(TRIM(category)) AS category_key, COUNT(*) AS total FROM knowledge_base WHERE category IS NOT NULL AND category') ?><"
"helpdesk\kb_category_management.php","HTML text","Knowledge Category Management","><?= __('Knowledge Category Management') ?><"
"helpdesk\kb_category_management.php","HTML text","Maintain Knowledge Base categories used by Add Article and Edit Article.","><?= __('Maintain Knowledge Base categories used by Add Article and Edit Article.') ?><"
"helpdesk\kb_category_management.php","HTML text","Add Knowledge Category","><?= __('Add Knowledge Category') ?><"
"helpdesk\kb_category_management.php","HTML text","Category Name","><?= __('Category Name') ?><"
"helpdesk\kb_category_management.php","HTML text","Sort Order","><?= __('Sort Order') ?><"
"helpdesk\kb_category_management.php","HTML text",Enabled,"><?= __('Enabled') ?><"
"helpdesk\kb_category_management.php","HTML text","Add Category","><?= __('Add Category') ?><"
"helpdesk\kb_category_management.php","HTML text","Knowledge Category List","><?= __('Knowledge Category List') ?><"
